labor_id,warehouse_id,date,shift,headcount_scheduled,headcount_actual,regular_hours,overtime_hours,hourly_rate,labor_cost
LBR-802476,WH-AUH-01,2026-04-25,Morning,4,3,24.0,0.0,14.5,348.0
LBR-802477,WH-AUH-01,2026-04-25,Evening,4,3,24.0,0.0,14.5,348.0
LBR-802478,WH-AUH-01,2026-04-25,Night,4,3,24.0,0.0,14.5,348.0
LBR-802479,WH-SHJ-01,2026-04-25,Morning,3,3,24.0,2.0,14.5,391.5
LBR-802480,WH-SHJ-01,2026-04-25,Evening,3,2,16.0,1.5,14.5,264.62
LBR-802481,WH-SHJ-01,2026-04-25,Night,3,4,32.0,1.5,14.5,496.62
LBR-802482,WH-DWC-01,2026-04-25,Morning,7,7,56.0,1.5,14.5,844.62
LBR-802483,WH-DWC-01,2026-04-25,Evening,7,7,56.0,2.0,14.5,855.5
LBR-802484,WH-DWC-01,2026-04-25,Night,7,6,48.0,2.0,14.5,739.5
LBR-802485,WH-DXB-01,2026-04-26,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-802486,WH-DXB-01,2026-04-26,Evening,18,18,144.0,1.5,14.5,2120.62
LBR-802487,WH-DXB-01,2026-04-26,Night,18,19,152.0,0.0,14.5,2204.0
LBR-802488,WH-AUH-01,2026-04-26,Morning,8,7,56.0,2.0,14.5,855.5
LBR-802489,WH-AUH-01,2026-04-26,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802490,WH-AUH-01,2026-04-26,Night,8,8,64.0,1.5,14.5,960.62
LBR-802491,WH-SHJ-01,2026-04-26,Morning,6,6,48.0,1.5,14.5,728.62
LBR-802492,WH-SHJ-01,2026-04-26,Evening,6,6,48.0,2.0,14.5,739.5
LBR-802493,WH-SHJ-01,2026-04-26,Night,6,6,48.0,1.5,14.5,728.62
LBR-802494,WH-DWC-01,2026-04-26,Morning,12,13,104.0,0.0,14.5,1508.0
LBR-802495,WH-DWC-01,2026-04-26,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-802496,WH-DWC-01,2026-04-26,Night,12,12,96.0,1.5,14.5,1424.62
LBR-802497,WH-DXB-01,2026-04-27,Morning,18,18,144.0,0.0,14.5,2088.0
LBR-802498,WH-DXB-01,2026-04-27,Evening,18,17,136.0,0.0,14.5,1972.0
LBR-802499,WH-DXB-01,2026-04-27,Night,18,18,144.0,0.0,14.5,2088.0
LBR-802500,WH-AUH-01,2026-04-27,Morning,8,8,64.0,0.0,14.5,928.0
LBR-802501,WH-AUH-01,2026-04-27,Evening,8,8,64.0,2.0,14.5,971.5
LBR-802502,WH-AUH-01,2026-04-27,Night,8,8,64.0,0.0,14.5,928.0
LBR-802503,WH-SHJ-01,2026-04-27,Morning,6,6,48.0,0.0,14.5,696.0
LBR-802504,WH-SHJ-01,2026-04-27,Evening,6,6,48.0,0.0,14.5,696.0
LBR-802505,WH-SHJ-01,2026-04-27,Night,6,6,48.0,1.5,14.5,728.62
LBR-802506,WH-DWC-01,2026-04-27,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-802507,WH-DWC-01,2026-04-27,Evening,12,12,96.0,1.5,14.5,1424.62
LBR-802508,WH-DWC-01,2026-04-27,Night,12,12,96.0,0.0,14.5,1392.0
LBR-802509,WH-DXB-01,2026-04-28,Morning,18,17,136.0,2.0,14.5,2015.5
LBR-802510,WH-DXB-01,2026-04-28,Evening,18,19,152.0,2.0,14.5,2247.5
LBR-802511,WH-DXB-01,2026-04-28,Night,18,18,144.0,0.0,14.5,2088.0
LBR-802512,WH-AUH-01,2026-04-28,Morning,8,7,56.0,0.0,14.5,812.0
LBR-802513,WH-AUH-01,2026-04-28,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802514,WH-AUH-01,2026-04-28,Night,8,7,56.0,1.5,14.5,844.62
LBR-802515,WH-SHJ-01,2026-04-28,Morning,6,5,40.0,0.0,14.5,580.0
LBR-802516,WH-SHJ-01,2026-04-28,Evening,6,6,48.0,0.0,14.5,696.0
LBR-802517,WH-SHJ-01,2026-04-28,Night,6,6,48.0,0.0,14.5,696.0
LBR-802518,WH-DWC-01,2026-04-28,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-802519,WH-DWC-01,2026-04-28,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-802520,WH-DWC-01,2026-04-28,Night,12,13,104.0,0.0,14.5,1508.0
LBR-802521,WH-DXB-01,2026-04-29,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-802522,WH-DXB-01,2026-04-29,Evening,18,17,136.0,0.0,14.5,1972.0
LBR-802523,WH-DXB-01,2026-04-29,Night,18,17,136.0,0.0,14.5,1972.0
LBR-802524,WH-AUH-01,2026-04-29,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-802525,WH-AUH-01,2026-04-29,Evening,8,9,72.0,2.0,14.5,1087.5
LBR-802526,WH-AUH-01,2026-04-29,Night,8,8,64.0,2.0,14.5,971.5
LBR-802527,WH-SHJ-01,2026-04-29,Morning,6,7,56.0,2.0,14.5,855.5
LBR-802528,WH-SHJ-01,2026-04-29,Evening,6,6,48.0,1.5,14.5,728.62
LBR-802529,WH-SHJ-01,2026-04-29,Night,6,7,56.0,0.0,14.5,812.0
LBR-802530,WH-DWC-01,2026-04-29,Morning,12,13,104.0,2.0,14.5,1551.5
LBR-802531,WH-DWC-01,2026-04-29,Evening,12,12,96.0,2.0,14.5,1435.5
LBR-802532,WH-DWC-01,2026-04-29,Night,12,12,96.0,0.0,14.5,1392.0
LBR-802533,WH-DXB-01,2026-04-30,Morning,18,18,144.0,2.0,14.5,2131.5
LBR-802534,WH-DXB-01,2026-04-30,Evening,18,18,144.0,2.0,14.5,2131.5
LBR-802535,WH-DXB-01,2026-04-30,Night,18,19,152.0,2.0,14.5,2247.5
LBR-802536,WH-AUH-01,2026-04-30,Morning,8,8,64.0,0.0,14.5,928.0
LBR-802537,WH-AUH-01,2026-04-30,Evening,8,7,56.0,0.0,14.5,812.0
LBR-802538,WH-AUH-01,2026-04-30,Night,8,8,64.0,1.5,14.5,960.62
LBR-802539,WH-SHJ-01,2026-04-30,Morning,6,6,48.0,1.5,14.5,728.62
LBR-802540,WH-SHJ-01,2026-04-30,Evening,6,7,56.0,0.0,14.5,812.0
LBR-802541,WH-SHJ-01,2026-04-30,Night,6,6,48.0,0.0,14.5,696.0
LBR-802542,WH-DWC-01,2026-04-30,Morning,12,13,104.0,2.0,14.5,1551.5
LBR-802543,WH-DWC-01,2026-04-30,Evening,12,12,96.0,2.0,14.5,1435.5
LBR-802544,WH-DWC-01,2026-04-30,Night,12,13,104.0,2.0,14.5,1551.5
LBR-802545,WH-DXB-01,2026-05-01,Morning,10,10,80.0,1.5,14.5,1192.62
LBR-802546,WH-DXB-01,2026-05-01,Evening,10,9,72.0,2.0,14.5,1087.5
LBR-802547,WH-DXB-01,2026-05-01,Night,10,11,88.0,1.5,14.5,1308.62
LBR-802548,WH-AUH-01,2026-05-01,Morning,4,4,32.0,0.0,14.5,464.0
LBR-802549,WH-AUH-01,2026-05-01,Evening,4,4,32.0,0.0,14.5,464.0
LBR-802550,WH-AUH-01,2026-05-01,Night,4,5,40.0,2.0,14.5,623.5
LBR-802551,WH-SHJ-01,2026-05-01,Morning,3,4,32.0,2.0,14.5,507.5
LBR-802552,WH-SHJ-01,2026-05-01,Evening,3,2,16.0,0.0,14.5,232.0
LBR-802553,WH-SHJ-01,2026-05-01,Night,3,2,16.0,0.0,14.5,232.0
LBR-802554,WH-DWC-01,2026-05-01,Morning,7,6,48.0,0.0,14.5,696.0
LBR-802555,WH-DWC-01,2026-05-01,Evening,7,7,56.0,2.0,14.5,855.5
LBR-802556,WH-DWC-01,2026-05-01,Night,7,8,64.0,0.0,14.5,928.0
LBR-802557,WH-DXB-01,2026-05-02,Morning,10,10,80.0,1.5,14.5,1192.62
LBR-802558,WH-DXB-01,2026-05-02,Evening,10,9,72.0,0.0,14.5,1044.0
LBR-802559,WH-DXB-01,2026-05-02,Night,10,11,88.0,0.0,14.5,1276.0
LBR-802560,WH-AUH-01,2026-05-02,Morning,4,4,32.0,0.0,14.5,464.0
LBR-802561,WH-AUH-01,2026-05-02,Evening,4,4,32.0,0.0,14.5,464.0
LBR-802562,WH-AUH-01,2026-05-02,Night,4,4,32.0,2.0,14.5,507.5
LBR-802563,WH-SHJ-01,2026-05-02,Morning,3,3,24.0,2.0,14.5,391.5
LBR-802564,WH-SHJ-01,2026-05-02,Evening,3,3,24.0,1.5,14.5,380.62
LBR-802565,WH-SHJ-01,2026-05-02,Night,3,3,24.0,0.0,14.5,348.0
LBR-802566,WH-DWC-01,2026-05-02,Morning,7,6,48.0,1.5,14.5,728.62
LBR-802567,WH-DWC-01,2026-05-02,Evening,7,8,64.0,1.5,14.5,960.62
LBR-802568,WH-DWC-01,2026-05-02,Night,7,8,64.0,2.0,14.5,971.5
LBR-802569,WH-DXB-01,2026-05-03,Morning,18,19,152.0,0.0,14.5,2204.0
LBR-802570,WH-DXB-01,2026-05-03,Evening,18,18,144.0,1.5,14.5,2120.62
LBR-802571,WH-DXB-01,2026-05-03,Night,18,17,136.0,2.0,14.5,2015.5
LBR-802572,WH-AUH-01,2026-05-03,Morning,8,7,56.0,0.0,14.5,812.0
LBR-802573,WH-AUH-01,2026-05-03,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802574,WH-AUH-01,2026-05-03,Night,8,7,56.0,0.0,14.5,812.0
LBR-802575,WH-SHJ-01,2026-05-03,Morning,6,5,40.0,1.5,14.5,612.62
LBR-802576,WH-SHJ-01,2026-05-03,Evening,6,7,56.0,1.5,14.5,844.62
LBR-802577,WH-SHJ-01,2026-05-03,Night,6,5,40.0,0.0,14.5,580.0
LBR-802578,WH-DWC-01,2026-05-03,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-802579,WH-DWC-01,2026-05-03,Evening,12,11,88.0,0.0,14.5,1276.0
LBR-802580,WH-DWC-01,2026-05-03,Night,12,13,104.0,1.5,14.5,1540.62
LBR-802581,WH-DXB-01,2026-05-04,Morning,18,19,152.0,0.0,14.5,2204.0
LBR-802582,WH-DXB-01,2026-05-04,Evening,18,19,152.0,2.0,14.5,2247.5
LBR-802583,WH-DXB-01,2026-05-04,Night,18,19,152.0,0.0,14.5,2204.0
LBR-802584,WH-AUH-01,2026-05-04,Morning,8,9,72.0,1.5,14.5,1076.62
LBR-802585,WH-AUH-01,2026-05-04,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802586,WH-AUH-01,2026-05-04,Night,8,7,56.0,2.0,14.5,855.5
LBR-802587,WH-SHJ-01,2026-05-04,Morning,6,5,40.0,1.5,14.5,612.62
LBR-802588,WH-SHJ-01,2026-05-04,Evening,6,6,48.0,2.0,14.5,739.5
LBR-802589,WH-SHJ-01,2026-05-04,Night,6,5,40.0,0.0,14.5,580.0
LBR-802590,WH-DWC-01,2026-05-04,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-802591,WH-DWC-01,2026-05-04,Evening,12,13,104.0,1.5,14.5,1540.62
LBR-802592,WH-DWC-01,2026-05-04,Night,12,12,96.0,1.5,14.5,1424.62
LBR-802593,WH-DXB-01,2026-05-05,Morning,18,18,144.0,0.0,14.5,2088.0
LBR-802594,WH-DXB-01,2026-05-05,Evening,18,17,136.0,0.0,14.5,1972.0
LBR-802595,WH-DXB-01,2026-05-05,Night,18,18,144.0,0.0,14.5,2088.0
LBR-802596,WH-AUH-01,2026-05-05,Morning,8,7,56.0,0.0,14.5,812.0
LBR-802597,WH-AUH-01,2026-05-05,Evening,8,8,64.0,1.5,14.5,960.62
LBR-802598,WH-AUH-01,2026-05-05,Night,8,8,64.0,1.5,14.5,960.62
LBR-802599,WH-SHJ-01,2026-05-05,Morning,6,6,48.0,0.0,14.5,696.0
LBR-802600,WH-SHJ-01,2026-05-05,Evening,6,6,48.0,2.0,14.5,739.5
LBR-802601,WH-SHJ-01,2026-05-05,Night,6,6,48.0,2.0,14.5,739.5
LBR-802602,WH-DWC-01,2026-05-05,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-802603,WH-DWC-01,2026-05-05,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-802604,WH-DWC-01,2026-05-05,Night,12,12,96.0,2.0,14.5,1435.5
LBR-802605,WH-DXB-01,2026-05-06,Morning,18,18,144.0,0.0,14.5,2088.0
LBR-802606,WH-DXB-01,2026-05-06,Evening,18,18,144.0,1.5,14.5,2120.62
LBR-802607,WH-DXB-01,2026-05-06,Night,18,18,144.0,0.0,14.5,2088.0
LBR-802608,WH-AUH-01,2026-05-06,Morning,8,9,72.0,2.0,14.5,1087.5
LBR-802609,WH-AUH-01,2026-05-06,Evening,8,7,56.0,0.0,14.5,812.0
LBR-802610,WH-AUH-01,2026-05-06,Night,8,9,72.0,2.0,14.5,1087.5
LBR-802611,WH-SHJ-01,2026-05-06,Morning,6,6,48.0,1.5,14.5,728.62
LBR-802612,WH-SHJ-01,2026-05-06,Evening,6,5,40.0,0.0,14.5,580.0
LBR-802613,WH-SHJ-01,2026-05-06,Night,6,7,56.0,2.0,14.5,855.5
LBR-802614,WH-DWC-01,2026-05-06,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-802615,WH-DWC-01,2026-05-06,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-802616,WH-DWC-01,2026-05-06,Night,12,11,88.0,1.5,14.5,1308.62
LBR-802617,WH-DXB-01,2026-05-07,Morning,18,17,136.0,2.0,14.5,2015.5
LBR-802618,WH-DXB-01,2026-05-07,Evening,18,17,136.0,2.0,14.5,2015.5
LBR-802619,WH-DXB-01,2026-05-07,Night,18,17,136.0,2.0,14.5,2015.5
LBR-802620,WH-AUH-01,2026-05-07,Morning,8,8,64.0,1.5,14.5,960.62
LBR-802621,WH-AUH-01,2026-05-07,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802622,WH-AUH-01,2026-05-07,Night,8,7,56.0,1.5,14.5,844.62
LBR-802623,WH-SHJ-01,2026-05-07,Morning,6,6,48.0,0.0,14.5,696.0
LBR-802624,WH-SHJ-01,2026-05-07,Evening,6,7,56.0,1.5,14.5,844.62
LBR-802625,WH-SHJ-01,2026-05-07,Night,6,6,48.0,0.0,14.5,696.0
LBR-802626,WH-DWC-01,2026-05-07,Morning,12,12,96.0,1.5,14.5,1424.62
LBR-802627,WH-DWC-01,2026-05-07,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-802628,WH-DWC-01,2026-05-07,Night,12,11,88.0,0.0,14.5,1276.0
LBR-802629,WH-DXB-01,2026-05-08,Morning,10,11,88.0,0.0,14.5,1276.0
LBR-802630,WH-DXB-01,2026-05-08,Evening,10,11,88.0,0.0,14.5,1276.0
LBR-802631,WH-DXB-01,2026-05-08,Night,10,10,80.0,1.5,14.5,1192.62
LBR-802632,WH-AUH-01,2026-05-08,Morning,4,4,32.0,0.0,14.5,464.0
LBR-802633,WH-AUH-01,2026-05-08,Evening,4,4,32.0,0.0,14.5,464.0
LBR-802634,WH-AUH-01,2026-05-08,Night,4,4,32.0,0.0,14.5,464.0
LBR-802635,WH-SHJ-01,2026-05-08,Morning,3,2,16.0,1.5,14.5,264.62
LBR-802636,WH-SHJ-01,2026-05-08,Evening,3,2,16.0,0.0,14.5,232.0
LBR-802637,WH-SHJ-01,2026-05-08,Night,3,2,16.0,1.5,14.5,264.62
LBR-802638,WH-DWC-01,2026-05-08,Morning,7,6,48.0,2.0,14.5,739.5
LBR-802639,WH-DWC-01,2026-05-08,Evening,7,6,48.0,1.5,14.5,728.62
LBR-802640,WH-DWC-01,2026-05-08,Night,7,8,64.0,0.0,14.5,928.0
LBR-802641,WH-DXB-01,2026-05-09,Morning,10,10,80.0,0.0,14.5,1160.0
LBR-802642,WH-DXB-01,2026-05-09,Evening,10,10,80.0,1.5,14.5,1192.62
LBR-802643,WH-DXB-01,2026-05-09,Night,10,11,88.0,1.5,14.5,1308.62
LBR-802644,WH-AUH-01,2026-05-09,Morning,4,4,32.0,2.0,14.5,507.5
LBR-802645,WH-AUH-01,2026-05-09,Evening,4,5,40.0,0.0,14.5,580.0
LBR-802646,WH-AUH-01,2026-05-09,Night,4,3,24.0,1.5,14.5,380.62
LBR-802647,WH-SHJ-01,2026-05-09,Morning,3,2,16.0,0.0,14.5,232.0
LBR-802648,WH-SHJ-01,2026-05-09,Evening,3,3,24.0,1.5,14.5,380.62
LBR-802649,WH-SHJ-01,2026-05-09,Night,3,2,16.0,0.0,14.5,232.0
LBR-802650,WH-DWC-01,2026-05-09,Morning,7,8,64.0,1.5,14.5,960.62
LBR-802651,WH-DWC-01,2026-05-09,Evening,7,7,56.0,2.0,14.5,855.5
LBR-802652,WH-DWC-01,2026-05-09,Night,7,7,56.0,0.0,14.5,812.0
LBR-802653,WH-DXB-01,2026-05-10,Morning,18,19,152.0,1.5,14.5,2236.62
LBR-802654,WH-DXB-01,2026-05-10,Evening,18,19,152.0,0.0,14.5,2204.0
LBR-802655,WH-DXB-01,2026-05-10,Night,18,17,136.0,2.0,14.5,2015.5
LBR-802656,WH-AUH-01,2026-05-10,Morning,8,7,56.0,2.0,14.5,855.5
LBR-802657,WH-AUH-01,2026-05-10,Evening,8,9,72.0,2.0,14.5,1087.5
LBR-802658,WH-AUH-01,2026-05-10,Night,8,8,64.0,1.5,14.5,960.62
LBR-802659,WH-SHJ-01,2026-05-10,Morning,6,5,40.0,0.0,14.5,580.0
LBR-802660,WH-SHJ-01,2026-05-10,Evening,6,5,40.0,2.0,14.5,623.5
LBR-802661,WH-SHJ-01,2026-05-10,Night,6,6,48.0,0.0,14.5,696.0
LBR-802662,WH-DWC-01,2026-05-10,Morning,12,12,96.0,1.5,14.5,1424.62
LBR-802663,WH-DWC-01,2026-05-10,Evening,12,13,104.0,2.0,14.5,1551.5
LBR-802664,WH-DWC-01,2026-05-10,Night,12,12,96.0,0.0,14.5,1392.0
LBR-802665,WH-DXB-01,2026-05-11,Morning,18,18,144.0,0.0,14.5,2088.0
LBR-802666,WH-DXB-01,2026-05-11,Evening,18,17,136.0,1.5,14.5,2004.62
LBR-802667,WH-DXB-01,2026-05-11,Night,18,17,136.0,0.0,14.5,1972.0
LBR-802668,WH-AUH-01,2026-05-11,Morning,8,7,56.0,0.0,14.5,812.0
LBR-802669,WH-AUH-01,2026-05-11,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802670,WH-AUH-01,2026-05-11,Night,8,8,64.0,0.0,14.5,928.0
LBR-802671,WH-SHJ-01,2026-05-11,Morning,6,5,40.0,2.0,14.5,623.5
LBR-802672,WH-SHJ-01,2026-05-11,Evening,6,6,48.0,0.0,14.5,696.0
LBR-802673,WH-SHJ-01,2026-05-11,Night,6,7,56.0,0.0,14.5,812.0
LBR-802674,WH-DWC-01,2026-05-11,Morning,12,13,104.0,1.5,14.5,1540.62
LBR-802675,WH-DWC-01,2026-05-11,Evening,12,11,88.0,0.0,14.5,1276.0
LBR-802676,WH-DWC-01,2026-05-11,Night,12,11,88.0,1.5,14.5,1308.62
LBR-802677,WH-DXB-01,2026-05-12,Morning,18,18,144.0,0.0,14.5,2088.0
LBR-802678,WH-DXB-01,2026-05-12,Evening,18,17,136.0,1.5,14.5,2004.62
LBR-802679,WH-DXB-01,2026-05-12,Night,18,19,152.0,0.0,14.5,2204.0
LBR-802680,WH-AUH-01,2026-05-12,Morning,8,8,64.0,0.0,14.5,928.0
LBR-802681,WH-AUH-01,2026-05-12,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802682,WH-AUH-01,2026-05-12,Night,8,9,72.0,0.0,14.5,1044.0
LBR-802683,WH-SHJ-01,2026-05-12,Morning,6,5,40.0,1.5,14.5,612.62
LBR-802684,WH-SHJ-01,2026-05-12,Evening,6,6,48.0,2.0,14.5,739.5
LBR-802685,WH-SHJ-01,2026-05-12,Night,6,6,48.0,0.0,14.5,696.0
LBR-802686,WH-DWC-01,2026-05-12,Morning,12,13,104.0,2.0,14.5,1551.5
LBR-802687,WH-DWC-01,2026-05-12,Evening,12,12,96.0,1.5,14.5,1424.62
LBR-802688,WH-DWC-01,2026-05-12,Night,12,11,88.0,0.0,14.5,1276.0
LBR-802689,WH-DXB-01,2026-05-13,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-802690,WH-DXB-01,2026-05-13,Evening,18,17,136.0,1.5,14.5,2004.62
LBR-802691,WH-DXB-01,2026-05-13,Night,18,18,144.0,0.0,14.5,2088.0
LBR-802692,WH-AUH-01,2026-05-13,Morning,8,8,64.0,2.0,14.5,971.5
LBR-802693,WH-AUH-01,2026-05-13,Evening,8,7,56.0,2.0,14.5,855.5
LBR-802694,WH-AUH-01,2026-05-13,Night,8,8,64.0,0.0,14.5,928.0
LBR-802695,WH-SHJ-01,2026-05-13,Morning,6,6,48.0,2.0,14.5,739.5
LBR-802696,WH-SHJ-01,2026-05-13,Evening,6,5,40.0,1.5,14.5,612.62
LBR-802697,WH-SHJ-01,2026-05-13,Night,6,7,56.0,2.0,14.5,855.5
LBR-802698,WH-DWC-01,2026-05-13,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-802699,WH-DWC-01,2026-05-13,Evening,12,11,88.0,0.0,14.5,1276.0
LBR-802700,WH-DWC-01,2026-05-13,Night,12,12,96.0,2.0,14.5,1435.5
LBR-802701,WH-DXB-01,2026-05-14,Morning,18,19,152.0,2.0,14.5,2247.5
LBR-802702,WH-DXB-01,2026-05-14,Evening,18,17,136.0,1.5,14.5,2004.62
LBR-802703,WH-DXB-01,2026-05-14,Night,18,18,144.0,0.0,14.5,2088.0
LBR-802704,WH-AUH-01,2026-05-14,Morning,8,8,64.0,2.0,14.5,971.5
LBR-802705,WH-AUH-01,2026-05-14,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802706,WH-AUH-01,2026-05-14,Night,8,8,64.0,1.5,14.5,960.62
LBR-802707,WH-SHJ-01,2026-05-14,Morning,6,6,48.0,2.0,14.5,739.5
LBR-802708,WH-SHJ-01,2026-05-14,Evening,6,5,40.0,1.5,14.5,612.62
LBR-802709,WH-SHJ-01,2026-05-14,Night,6,6,48.0,0.0,14.5,696.0
LBR-802710,WH-DWC-01,2026-05-14,Morning,12,13,104.0,2.0,14.5,1551.5
LBR-802711,WH-DWC-01,2026-05-14,Evening,12,12,96.0,2.0,14.5,1435.5
LBR-802712,WH-DWC-01,2026-05-14,Night,12,11,88.0,0.0,14.5,1276.0
LBR-802713,WH-DXB-01,2026-05-15,Morning,10,10,80.0,2.0,14.5,1203.5
LBR-802714,WH-DXB-01,2026-05-15,Evening,10,9,72.0,0.0,14.5,1044.0
LBR-802715,WH-DXB-01,2026-05-15,Night,10,9,72.0,1.5,14.5,1076.62
LBR-802716,WH-AUH-01,2026-05-15,Morning,4,5,40.0,0.0,14.5,580.0
LBR-802717,WH-AUH-01,2026-05-15,Evening,4,3,24.0,2.0,14.5,391.5
LBR-802718,WH-AUH-01,2026-05-15,Night,4,5,40.0,0.0,14.5,580.0
LBR-802719,WH-SHJ-01,2026-05-15,Morning,3,3,24.0,1.5,14.5,380.62
LBR-802720,WH-SHJ-01,2026-05-15,Evening,3,4,32.0,1.5,14.5,496.62
LBR-802721,WH-SHJ-01,2026-05-15,Night,3,3,24.0,2.0,14.5,391.5
LBR-802722,WH-DWC-01,2026-05-15,Morning,7,7,56.0,2.0,14.5,855.5
LBR-802723,WH-DWC-01,2026-05-15,Evening,7,6,48.0,0.0,14.5,696.0
LBR-802724,WH-DWC-01,2026-05-15,Night,7,6,48.0,2.0,14.5,739.5
LBR-802725,WH-DXB-01,2026-05-16,Morning,10,11,88.0,0.0,14.5,1276.0
LBR-802726,WH-DXB-01,2026-05-16,Evening,10,9,72.0,1.5,14.5,1076.62
LBR-802727,WH-DXB-01,2026-05-16,Night,10,10,80.0,1.5,14.5,1192.62
LBR-802728,WH-AUH-01,2026-05-16,Morning,4,4,32.0,0.0,14.5,464.0
LBR-802729,WH-AUH-01,2026-05-16,Evening,4,5,40.0,1.5,14.5,612.62
LBR-802730,WH-AUH-01,2026-05-16,Night,4,4,32.0,0.0,14.5,464.0
LBR-802731,WH-SHJ-01,2026-05-16,Morning,3,3,24.0,1.5,14.5,380.62
LBR-802732,WH-SHJ-01,2026-05-16,Evening,3,4,32.0,0.0,14.5,464.0
LBR-802733,WH-SHJ-01,2026-05-16,Night,3,3,24.0,0.0,14.5,348.0
LBR-802734,WH-DWC-01,2026-05-16,Morning,7,6,48.0,1.5,14.5,728.62
LBR-802735,WH-DWC-01,2026-05-16,Evening,7,7,56.0,2.0,14.5,855.5
LBR-802736,WH-DWC-01,2026-05-16,Night,7,6,48.0,0.0,14.5,696.0
LBR-802737,WH-DXB-01,2026-05-17,Morning,18,17,136.0,2.0,14.5,2015.5
LBR-802738,WH-DXB-01,2026-05-17,Evening,18,19,152.0,0.0,14.5,2204.0
LBR-802739,WH-DXB-01,2026-05-17,Night,18,18,144.0,1.5,14.5,2120.62
LBR-802740,WH-AUH-01,2026-05-17,Morning,8,8,64.0,0.0,14.5,928.0
LBR-802741,WH-AUH-01,2026-05-17,Evening,8,8,64.0,0.0,14.5,928.0
LBR-802742,WH-AUH-01,2026-05-17,Night,8,9,72.0,1.5,14.5,1076.62
LBR-802743,WH-SHJ-01,2026-05-17,Morning,6,7,56.0,1.5,14.5,844.62
LBR-802744,WH-SHJ-01,2026-05-17,Evening,6,7,56.0,2.0,14.5,855.5
LBR-802745,WH-SHJ-01,2026-05-17,Night,6,7,56.0,0.0,14.5,812.0
LBR-802746,WH-DWC-01,2026-05-17,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-802747,WH-DWC-01,2026-05-17,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-802748,WH-DWC-01,2026-05-17,Night,12,12,96.0,0.0,14.5,1392.0
LBR-802749,WH-DXB-01,2026-05-18,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-802750,WH-DXB-01,2026-05-18,Evening,18,17,136.0,1.5,14.5,2004.62
LBR-802751,WH-DXB-01,2026-05-18,Night,18,19,152.0,0.0,14.5,2204.0
LBR-802752,WH-AUH-01,2026-05-18,Morning,8,9,72.0,1.5,14.5,1076.62
LBR-802753,WH-AUH-01,2026-05-18,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-802754,WH-AUH-01,2026-05-18,Night,8,7,56.0,0.0,14.5,812.0
LBR-802755,WH-SHJ-01,2026-05-18,Morning,6,7,56.0,0.0,14.5,812.0
LBR-802756,WH-SHJ-01,2026-05-18,Evening,6,6,48.0,0.0,14.5,696.0
LBR-802757,WH-SHJ-01,2026-05-18,Night,6,5,40.0,2.0,14.5,623.5
LBR-802758,WH-DWC-01,2026-05-18,Morning,12,13,104.0,0.0,14.5,1508.0
LBR-802759,WH-DWC-01,2026-05-18,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-802760,WH-DWC-01,2026-05-18,Night,12,11,88.0,0.0,14.5,1276.0
LBR-802761,WH-DXB-01,2026-05-19,Morning,18,17,136.0,2.0,14.5,2015.5
LBR-802762,WH-DXB-01,2026-05-19,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-802763,WH-DXB-01,2026-05-19,Night,18,17,136.0,1.5,14.5,2004.62
LBR-802764,WH-AUH-01,2026-05-19,Morning,8,7,56.0,0.0,14.5,812.0
LBR-802765,WH-AUH-01,2026-05-19,Evening,8,8,64.0,1.5,14.5,960.62
LBR-802766,WH-AUH-01,2026-05-19,Night,8,8,64.0,1.5,14.5,960.62
LBR-802767,WH-SHJ-01,2026-05-19,Morning,6,6,48.0,0.0,14.5,696.0
LBR-802768,WH-SHJ-01,2026-05-19,Evening,6,7,56.0,2.0,14.5,855.5
LBR-802769,WH-SHJ-01,2026-05-19,Night,6,6,48.0,0.0,14.5,696.0
